респондент,версия дерева,задача,время,кол-во кликов,финальная глубина,прямой путь,правильность,как часто пользуется этой функций,текст задачи,выбранный элемент,момент завершения
881608206,1,57,"12,677",4,3,1,0,"Нет, никогда не было необходимости",Вы хотите посмотреть статистику по публикациям всех ученых университета ИТМО. Где располагается такой раздел?,Список публикаций,2022-09-14 19:05:55.428
982904160,1,57,"88,453",4,3,1,1,"Нет, никогда не было необходимости",Вы хотите посмотреть статистику по публикациям всех ученых университета ИТМО. Где располагается такой раздел?,Статистика,2022-09-14 21:39:10.152
956795524,2,57,"40,623",3,2,1,0,Пользовался буквально 1-2 раза,Вы хотите посмотреть статистику по публикациям всех ученых университета ИТМО. Где располагается такой раздел?,Подразделения,2022-09-15 08:49:12.976
1082243389,2,57,"71,773",5,4,1,1,Пользовался буквально 1-2 раза,Вы хотите посмотреть статистику по публикациям всех ученых университета ИТМО. Где располагается такой раздел?,Статистика публикаций,2022-09-14 22:10:21.027
1328800148,3,57,"13,073",5,4,1,1,"Не пользовался, потому что не знал, что она есть",Вы хотите посмотреть статистику по публикациям всех ученых университета ИТМО. Где располагается такой раздел?,Статистика публикаций,2022-09-14 13:33:52.655
2106871247,3,57,"59,67",9,4,0,1,"Нет, никогда не было необходимости",Вы хотите посмотреть статистику по публикациям всех ученых университета ИТМО. Где располагается такой раздел?,Статистика публикаций,2022-09-13 09:23:59.721
506086014,1,58,"34,865",4,3,1,1,Пользовался буквально 1-2 раза,"Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Инструкции авторам,2022-09-15 18:21:52.301
1162662021,1,58,"80,615",16,3,0,0,"Нет, никогда не было необходимости","Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Список публикаций,2022-09-14 16:59:48.233
1215873495,1,58,"16,045",4,3,1,0,Периодически пользуюсь,"Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Публикации,2022-09-14 17:03:11.087
514305190,2,58,"44,203",4,3,1,0,"Нет, никогда не было необходимости","Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Публикации,2022-09-15 08:41:05.786
848901586,2,58,"18,318",4,3,1,0,Пользовался буквально 1-2 раза,"Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Публикации,2022-09-14 09:53:42.929
985953562,2,58,"27,47",3,2,1,0,"Нет, никогда не было необходимости","Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Подразделения,2022-09-15 10:39:27.159
1206334471,2,58,"49,282",4,3,1,0,"Нет, никогда не было необходимости","Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Публикации,2022-09-14 15:54:31.869
596670368,3,58,"70,761",6,3,0,0,"Не пользовался, потому что не знал, где её найти","Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Публикации,2022-09-14 15:53:01.798
777356834,3,58,"89,899",4,3,1,0,"Нет, никогда не было необходимости","Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Публикации,2022-09-14 17:03:16.649
1613399123,3,58,"27,387",8,3,0,0,"Нет, никогда не было необходимости","Вам нужно внести в isu библиографические данные об опубликованной вами статье. В каком разделе вы будете искать информацию о том, как правильно заполнять поля формы?",Публикации,2022-09-14 20:45:43.838
31057320,1,60,"24,591",5,2,0,1,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом ректората. Где бы вы стали искать информацию?,Ректорат,2022-09-14 18:49:23.001
198142650,1,60,"46,011",3,2,1,1,Периодически пользуюсь,Вы хотите ознакомиться с составом ректората. Где бы вы стали искать информацию?,Ректорат,2022-09-14 09:49:41.192
319172790,1,60,"33,86",3,2,1,1,Пользовался буквально 1-2 раза,Вы хотите ознакомиться с составом ректората. Где бы вы стали искать информацию?,Ректорат,2022-09-14 16:14:25.085
1999747662,1,60,"18,389",5,2,0,1,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом ректората. Где бы вы стали искать информацию?,Ректорат,2022-09-14 16:10:55.719
205165486,2,60,"11,93",3,2,1,1,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом ректората. Где бы вы стали искать информацию?,Ректорат,2022-09-13 12:06:42.026
28514090,3,60,"5,965",3,2,1,1,Пользовался буквально 1-2 раза,Вы хотите ознакомиться с составом ректората. Где бы вы стали искать информацию?,Ректорат,2022-09-14 21:25:48.779
207510611,3,60,"11,013",3,2,1,1,Пользовался буквально 1-2 раза,Вы хотите ознакомиться с составом ректората. Где бы вы стали искать информацию?,Ректорат,2022-09-14 17:10:15.791
532295597,3,60,"66,63",13,2,0,1,Пользовался буквально 1-2 раза,Вы хотите ознакомиться с составом ректората. Где бы вы стали искать информацию?,Ректорат,2022-09-13 12:34:24.302
406483506,1,61,"43,458",3,2,1,0,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом диссертационного совета. В каком разделе это возможно сделать?,Подразделения,2022-09-14 11:05:10.223
506086014,1,61,"48,46",7,2,0,0,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом диссертационного совета. В каком разделе это возможно сделать?,Защиты,2022-09-15 18:23:31.298
575796873,1,61,"15,945",5,2,0,1,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом диссертационного совета. В каком разделе это возможно сделать?,Диссертационные советы,2022-09-14 18:31:14.207
693278016,1,61,"7,289",3,2,1,1,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом диссертационного совета. В каком разделе это возможно сделать?,Диссертационные советы,2022-09-14 17:12:42.427
99825016,2,61,"138,914",10,3,0,1,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом диссертационного совета. В каком разделе это возможно сделать?,Диссертационные советы,2022-09-14 16:00:11.477
1488306643,2,61,"18,992",4,3,1,0,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом диссертационного совета. В каком разделе это возможно сделать?,Защиты диссертаций,2022-09-14 18:41:48.589
324394268,3,61,"94,275",4,3,1,1,"Нет, никогда не было необходимости",Вы хотите ознакомиться с составом диссертационного совета. В каком разделе это возможно сделать?,Диссертационные советы,2022-09-14 20:11:04.498
971657313,1,62,"24,74",3,2,1,1,"Нет, никогда не было необходимости",В каком разделе возможно ознакомиться с составом наблюдательного совета?,Наблюдательный совет,2022-09-14 20:35:25.659
1011326352,1,62,"7,655",3,2,1,1,"Нет, никогда не было необходимости",В каком разделе возможно ознакомиться с составом наблюдательного совета?,Наблюдательный совет,2022-09-14 16:24:25.661
139670491,2,62,"20,324",4,3,1,1,"Нет, никогда не было необходимости",В каком разделе возможно ознакомиться с составом наблюдательного совета?,Наблюдательный совет,2022-09-15 10:57:03.617
1328800148,3,62,"8,482",4,3,1,1,Пользовался буквально 1-2 раза,В каком разделе возможно ознакомиться с составом наблюдательного совета?,Наблюдательный совет,2022-09-14 13:33:38.470
1331664554,3,62,"27,767",9,2,0,0,"Не пользовался, потому что не знал, что она есть",В каком разделе возможно ознакомиться с составом наблюдательного совета?,Люди,2022-09-14 16:43:50.146
1657320995,3,62,"13,133",4,3,1,1,"Нет, никогда не было необходимости",В каком разделе возможно ознакомиться с составом наблюдательного совета?,Наблюдательный совет,2022-09-13 13:06:29.312
31057320,1,63,"31,68",3,2,1,0,"Нет, никогда не было необходимости",В каком разделе можно найти информацию о научно-техническом совете?,Проекты,2022-09-14 18:47:24.455
839417511,1,63,"21,143",5,2,0,1,"Нет, никогда не было необходимости",В каком разделе можно найти информацию о научно-техническом совете?,Научно-технический совет,2022-09-14 16:36:25.678
1151916771,1,63,"11,699",3,2,1,1,"Нет, никогда не было необходимости",В каком разделе можно найти информацию о научно-техническом совете?,Научно-технический совет,2022-09-14 17:03:09.461
1614893916,1,63,"18,003",4,3,1,0,"Нет, никогда не было необходимости",В каком разделе можно найти информацию о научно-техническом совете?,Список публикаций,2022-09-14 16:10:55.588
235611760,2,63,"32,168",5,2,0,0,"Нет, никогда не было необходимости",В каком разделе можно найти информацию о научно-техническом совете?,Подразделения,2022-09-14 22:04:47.692
194347766,3,63,"15,557",4,3,1,1,Пользовался буквально 1-2 раза,В каком разделе можно найти информацию о научно-техническом совете?,Научно-технический совет,2022-09-14 16:26:05.915
15889692,1,64,"8,261",3,2,1,1,Пользовался буквально 1-2 раза,В каком разделе можно найти информацию об учебно-методическом совете?,Учебно-методический совет,2022-09-13 09:57:19.485
1314764682,1,64,"13,957",3,2,1,1,"Нет, никогда не было необходимости",В каком разделе можно найти информацию об учебно-методическом совете?,Учебно-методический совет,2022-09-13 09:57:47.062
1799955318,1,64,"45,168",5,2,0,0,"Нет, никогда не было необходимости",В каком разделе можно найти информацию об учебно-методическом совете?,Деловые регламенты,2022-09-14 16:59:52.691
756266965,2,64,"33,389",12,3,0,1,"Нет, никогда не было необходимости",В каком разделе можно найти информацию об учебно-методическом совете?,Учебно-методический совет,2022-09-15 13:04:20.278
1224252883,2,64,"29,028",4,3,1,0,"Нет, никогда не было необходимости",В каком разделе можно найти информацию об учебно-методическом совете?,Учебная документация,2022-09-15 09:33:27.647
596670368,3,64,"14,367",4,3,1,1,"Нет, никогда не было необходимости",В каком разделе можно найти информацию об учебно-методическом совете?,Учебно-методический совет,2022-09-14 15:53:17.849
668854661,3,64,"151,638",10,3,0,1,"Нет, никогда не было необходимости",В каком разделе можно найти информацию об учебно-методическом совете?,Учебно-методический совет,2022-09-14 20:12:09.367
120601161,1,65,"58,269",18,2,0,1,"Не пользовался, потому что не знал, что она есть",В каком разделе можно найти результаты собраний ученого совета?,Ученый совет,2022-09-14 23:03:33.062
198142650,1,65,"10,812",3,2,1,1,Периодически пользуюсь,В каком разделе можно найти результаты собраний ученого совета?,Ученый совет,2022-09-14 09:51:23.181
1742934849,1,65,"12,887",3,2,1,0,Периодически пользуюсь,В каком разделе можно найти результаты собраний ученого совета?,Деловые регламенты,2022-09-14 12:34:59.092
267766381,2,65,"106,507",27,3,0,0,"Не пользовался, потому что не знал, что она есть",В каком разделе можно найти результаты собраний ученого совета?,Учебная документация,2022-09-14 09:42:44.274
1297263133,2,65,"54,638",22,3,0,0,"Нет, никогда не было необходимости",В каком разделе можно найти результаты собраний ученого совета?,Документооборот,2022-09-14 16:39:30.723
274783955,3,65,"40,384",13,2,0,0,NULL,В каком разделе можно найти результаты собраний ученого совета?,Коммуникационные площадки,2022-09-15 09:40:24.189
433274645,3,65,"47,69",12,3,0,0,"Нет, никогда не было необходимости",В каком разделе можно найти результаты собраний ученого совета?,Учебная документация,2022-09-14 16:29:44.235
1806091173,1,66,"48,714",3,2,1,0,"Нет, никогда не было необходимости",Вы хотите ознакомиться со списком экспертов по научно-технической документации. В каком разделе это возможно сделать?,Научно-технический совет,2022-09-14 20:24:00.653
956795524,2,66,"37,386",4,3,1,0,"Нет, никогда не было необходимости",Вы хотите ознакомиться со списком экспертов по научно-технической документации. В каком разделе это возможно сделать?,Проекты,2022-09-15 08:48:30.807
985953562,2,66,"38,086",4,3,1,0,"Нет, никогда не было необходимости",Вы хотите ознакомиться со списком экспертов по научно-технической документации. В каком разделе это возможно сделать?,Проекты,2022-09-15 10:40:06.262
1263736885,2,66,"152,949",21,2,0,0,"Нет, никогда не было необходимости",Вы хотите ознакомиться со списком экспертов по научно-технической документации. В каком разделе это возможно сделать?,Люди,2022-09-14 18:55:36.767
1932516997,2,66,"73,642",6,3,0,0,"Не пользовался, потому что не знал, что она есть",Вы хотите ознакомиться со списком экспертов по научно-технической документации. В каком разделе это возможно сделать?,Проекты,2022-09-15 00:25:14.980
1079262788,3,66,"58,4",8,3,0,0,Пользовался буквально 1-2 раза,Вы хотите ознакомиться со списком экспертов по научно-технической документации. В каком разделе это возможно сделать?,Экспертиза материалов для опубликования,2022-09-14 11:43:09.420
1290111557,3,66,"19,875",4,3,1,0,"Не пользовался, потому что не знал, где её найти",Вы хотите ознакомиться со списком экспертов по научно-технической документации. В каком разделе это возможно сделать?,Проекты,2022-09-14 10:19:44.388
693278016,1,67,"9,693",3,2,1,1,Пользовался буквально 1-2 раза,"Вы хотите найти информацию о каком-либо подразделении, например, о финансово-плановом отделе. В какой раздел отправитесь?",Подразделения,2022-09-14 17:12:24.312
985953562,2,67,"19,591",3,2,1,1,Периодически пользуюсь,"Вы хотите найти информацию о каком-либо подразделении, например, о финансово-плановом отделе. В какой раздел отправитесь?",Подразделения,2022-09-15 10:38:58.722
1438086673,2,67,"32,008",3,2,1,1,Периодически пользуюсь,"Вы хотите найти информацию о каком-либо подразделении, например, о финансово-плановом отделе. В какой раздел отправитесь?",Подразделения,2022-09-14 17:06:04.970
781822250,3,67,"9,925",3,2,1,1,Постоянно пользуюсь,"Вы хотите найти информацию о каком-либо подразделении, например, о финансово-плановом отделе. В какой раздел отправитесь?",Подразделения,2022-09-14 16:54:47.463
1613399123,3,67,"9,2",3,2,1,1,Пользовался буквально 1-2 раза,"Вы хотите найти информацию о каком-либо подразделении, например, о финансово-плановом отделе. В какой раздел отправитесь?",Подразделения,2022-09-14 20:45:15.333
1678505921,3,67,"26,194",3,2,1,1,Постоянно пользуюсь,"Вы хотите найти информацию о каком-либо подразделении, например, о финансово-плановом отделе. В какой раздел отправитесь?",Подразделения,2022-09-13 10:56:45.380
20734323,1,68,"17,423",3,2,1,0,Периодически пользуюсь,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Учебные группы и потоки,2022-09-15 11:59:39.238
80518563,1,68,"9,702",3,2,1,1,Периодически пользуюсь,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Персоналии,2022-09-14 16:53:31.416
1162662021,1,68,"38,113",9,2,0,1,Постоянно пользуюсь,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Персоналии,2022-09-14 17:01:48.489
235611760,2,68,"50,614",7,2,0,1,Постоянно пользуюсь,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Люди,2022-09-14 22:06:18.978
484597852,2,68,"14,731",3,2,1,1,Постоянно пользуюсь,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Люди,2022-09-15 14:28:43.867
752610895,2,68,"14,186",7,2,0,1,Постоянно пользуюсь,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Люди,2022-09-14 17:17:01.932
1082243389,2,68,"49,317",9,2,0,1,Постоянно пользуюсь,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Люди,2022-09-14 22:13:29.886
1504432039,2,68,"51,54",4,3,1,0,Пользовался буквально 1-2 раза,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Отчёты,2022-09-14 21:27:11.048
128323136,3,68,"7,919",3,2,1,1,Постоянно пользуюсь,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Люди,2022-09-14 18:39:41.379
274783955,3,68,"76,242",19,2,0,0,NULL,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Подразделения,2022-09-15 09:38:27.749
565110659,3,68,"9,803",3,2,1,1,Постоянно пользуюсь,В каком разделе можно посмотреть подробную информацию о сотруднике или студенте?,Люди,2022-09-15 13:17:26.413
930633306,1,70,"233,042",7,2,0,0,Пользовался буквально 1-2 раза,Вас попросили пройти опрос по удовлетворенности сайтом университета. В каком разделе можно найти доступные вам опросы?,Коммуникационные площадки,2022-09-15 15:58:46.271
1011326352,1,70,"22,024",7,2,0,0,"Нет, никогда не было необходимости",Вас попросили пройти опрос по удовлетворенности сайтом университета. В каком разделе можно найти доступные вам опросы?,Коммуникационные площадки,2022-09-14 16:24:49.022
1614893916,1,70,"14,672",4,3,1,0,"Нет, никогда не было необходимости",Вас попросили пройти опрос по удовлетворенности сайтом университета. В каком разделе можно найти доступные вам опросы?,Сообщения,2022-09-14 16:11:46.721
1720571451,1,70,"76,905",11,2,0,0,"Не пользовался, потому что не знал, где её найти",Вас попросили пройти опрос по удовлетворенности сайтом университета. В каком разделе можно найти доступные вам опросы?,Сообщения,2022-09-14 16:17:14.843
985953562,2,70,"18,517",3,2,1,0,Пользовался буквально 1-2 раза,Вас попросили пройти опрос по удовлетворенности сайтом университета. В каком разделе можно найти доступные вам опросы?,Коммуникационные площадки,2022-09-15 10:40:26.061
1297263133,2,70,"24,18",9,2,0,1,"Не пользовался, потому что не знал, что она есть",Вас попросили пройти опрос по удовлетворенности сайтом университета. В каком разделе можно найти доступные вам опросы?,Анкетирование,2022-09-14 16:38:35.167
1504432039,2,70,"146,53",7,3,0,0,"Нет, никогда не было необходимости",Вас попросили пройти опрос по удовлетворенности сайтом университета. В каком разделе можно найти доступные вам опросы?,Оповещения,2022-09-14 21:25:34.780
1701240371,3,70,"22,2",5,2,0,1,"Нет, никогда не было необходимости",Вас попросили пройти опрос по удовлетворенности сайтом университета. В каком разделе можно найти доступные вам опросы?,Анкетирование,2022-09-14 15:52:12.794
319172790,1,71,"30,386",9,3,0,1,NULL,"Вы хотите узнать, по какой причине ваш коллега принес на работу торт. В каком разделе можно проверить, есть ли именинник в вашем офисе сегодня?",Коллеги,2022-09-14 16:22:53.888
570270129,1,71,"71,537",12,3,0,1,Периодически пользуюсь,"Вы хотите узнать, по какой причине ваш коллега принес на работу торт. В каком разделе можно проверить, есть ли именинник в вашем офисе сегодня?",Коллеги,2022-09-15 18:28:20.158
881608206,1,71,"13,71",4,3,1,1,Периодически пользуюсь,"Вы хотите узнать, по какой причине ваш коллега принес на работу торт. В каком разделе можно проверить, есть ли именинник в вашем офисе сегодня?",Коллеги,2022-09-14 19:06:10.072
1002011977,2,71,"26,99",5,2,0,0,Постоянно пользуюсь,"Вы хотите узнать, по какой причине ваш коллега принес на работу торт. В каком разделе можно проверить, есть ли именинник в вашем офисе сегодня?",Люди,2022-09-15 11:10:24.953
1328800148,3,71,"18,451",3,2,1,1,"Не пользовался, потому что не знал, что она есть","Вы хотите узнать, по какой причине ваш коллега принес на работу торт. В каком разделе можно проверить, есть ли именинник в вашем офисе сегодня?",Дни рождения коллег,2022-09-14 13:32:13.467
2092592102,3,71,"45,766",3,2,1,0,"Не пользовался, потому что не знал, что она есть","Вы хотите узнать, по какой причине ваш коллега принес на работу торт. В каком разделе можно проверить, есть ли именинник в вашем офисе сегодня?",Люди,2022-09-15 11:29:30.067
2106871247,3,71,"14,312",3,2,1,1,Пользовался буквально 1-2 раза,"Вы хотите узнать, по какой причине ваш коллега принес на работу торт. В каком разделе можно проверить, есть ли именинник в вашем офисе сегодня?",Дни рождения коллег,2022-09-13 09:22:58.776
1614893916,1,72,"27,588",4,3,1,1,Периодически пользуюсь,Университет ИТМО предоставляет возможность посещать спортивные секции вместе со студентами. В каком разделе можно ознакомиться с возможными занятиями?,Физическая культура и спорт,2022-09-14 16:10:35.589
484597852,2,72,"13,442",3,2,1,1,"Нет, никогда не было необходимости",Университет ИТМО предоставляет возможность посещать спортивные секции вместе со студентами. В каком разделе можно ознакомиться с возможными занятиями?,Корпоративный спорт,2022-09-15 14:28:58.174
1082243389,2,72,"102,981",15,2,0,1,"Нет, никогда не было необходимости",Университет ИТМО предоставляет возможность посещать спортивные секции вместе со студентами. В каком разделе можно ознакомиться с возможными занятиями?,Корпоративный спорт,2022-09-14 22:12:06.523
1224252883,2,72,"78,65",3,2,1,1,"Нет, никогда не было необходимости",Университет ИТМО предоставляет возможность посещать спортивные секции вместе со студентами. В каком разделе можно ознакомиться с возможными занятиями?,Корпоративный спорт,2022-09-15 09:26:24.535
1263736885,2,72,"67,458",3,2,1,1,"Не пользовался, потому что не знал, где её найти",Университет ИТМО предоставляет возможность посещать спортивные секции вместе со студентами. В каком разделе можно ознакомиться с возможными занятиями?,Корпоративный спорт,2022-09-14 18:57:38.066
1367966209,2,72,"36,39",3,2,1,1,"Нет, никогда не было необходимости",Университет ИТМО предоставляет возможность посещать спортивные секции вместе со студентами. В каком разделе можно ознакомиться с возможными занятиями?,Корпоративный спорт,2022-09-14 17:01:27.314
352441004,3,72,"49,005",7,2,0,1,"Не пользовался, потому что не знал, что она есть",Университет ИТМО предоставляет возможность посещать спортивные секции вместе со студентами. В каком разделе можно ознакомиться с возможными занятиями?,Корпоративный спорт,2022-09-14 10:29:06.353
20734323,1,73,"31,247",8,3,0,0,Периодически пользуюсь,Вам рассказали о возможности пройти курсы повышения квалификации Итмо.Эксперт. В каком разделе можно найти более подробную информацию?,"Повышение квалификации, стажировки",2022-09-15 12:00:28.039
198142650,1,73,"88,733",3,2,1,0,"Не пользовался, потому что не знал, что она есть",Вам рассказали о возможности пройти курсы повышения квалификации Итмо.Эксперт. В каком разделе можно найти более подробную информацию?,Образовательные программы,2022-09-14 09:51:11.331
971657313,1,73,"129,253",17,2,0,0,"Нет, никогда не было необходимости",Вам рассказали о возможности пройти курсы повышения квалификации Итмо.Эксперт. В каком разделе можно найти более подробную информацию?,Навигатор,2022-09-14 20:34:59.150
982904160,1,73,"143,476",14,3,0,0,"Не пользовался, потому что не знал, где её найти",Вам рассказали о возможности пройти курсы повышения квалификации Итмо.Эксперт. В каком разделе можно найти более подробную информацию?,"Повышение квалификации, стажировки",2022-09-14 21:44:41.848
1799955318,1,73,"81,808",3,2,1,0,"Нет, никогда не было необходимости",Вам рассказали о возможности пройти курсы повышения квалификации Итмо.Эксперт. В каком разделе можно найти более подробную информацию?,Учебная документация,2022-09-14 16:59:04.709
1999747662,1,73,"125,693",4,2,0,0,Пользовался буквально 1-2 раза,Вам рассказали о возможности пройти курсы повышения квалификации Итмо.Эксперт. В каком разделе можно найти более подробную информацию?,Навигатор,2022-09-14 16:10:35.996
160220225,3,73,"152,163",13,2,0,0,"Нет, никогда не было необходимости",Вам рассказали о возможности пройти курсы повышения квалификации Итмо.Эксперт. В каком разделе можно найти более подробную информацию?,Фонды и конкурсы,2022-09-14 17:10:58.906
470360253,1,74,"16,229",3,2,1,1,"Нет, никогда не было необходимости",Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Деловые регламенты,2022-09-15 17:50:03.750
1314764682,1,74,"55,283",5,2,0,0,"Нет, никогда не было необходимости",Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Коммуникационные площадки,2022-09-13 09:59:23.925
1742934849,1,74,"173,598",55,2,0,1,"Не пользовался, потому что не знал, где её найти",Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Деловые регламенты,2022-09-14 12:34:00.330
1206334471,2,74,"20,728",3,2,1,1,"Нет, никогда не было необходимости",Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Регламенты и инструкции,2022-09-14 15:53:41.741
1224252883,2,74,"391,393",4,3,1,0,Пользовался буквально 1-2 раза,Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Международные научные лаборатории,2022-09-15 09:32:57.376
1488306643,2,74,"46,177",11,2,0,1,"Не пользовался, потому что не знал, что она есть",Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Регламенты и инструкции,2022-09-14 18:43:02.001
1559042383,2,74,"15,213",3,2,1,1,"Нет, никогда не было необходимости",Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Регламенты и инструкции,2022-09-14 16:39:43.357
28514090,3,74,"15,197",3,2,1,1,"Не пользовался, потому что не знал, что она есть",Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Регламенты и инструкции,2022-09-14 21:26:04.792
1657320995,3,74,"45,869",7,2,0,1,"Нет, никогда не было необходимости",Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Регламенты и инструкции,2022-09-13 13:06:14.873
1999601489,3,74,"18,832",3,2,1,1,"Нет, никогда не было необходимости",Вы хотите найти инструкцию о порядке приема иностранных делегаций на территории ИТМО. Где можно найти эту информацию?,Регламенты и инструкции,2022-09-15 01:23:22.403
470360253,1,75,"32,508",9,2,0,0,"Не пользовался, потому что не знал, что она есть",Где вы можете найти информацию о проектах программы развития ИТМО 2030?,Деловые регламенты,2022-09-15 17:50:37.216
881608206,1,75,"15,154",5,2,0,0,"Нет, никогда не было необходимости",Где вы можете найти информацию о проектах программы развития ИТМО 2030?,Научные направления и интересы,2022-09-14 19:06:25.992
155690944,2,75,"126,895",15,2,0,0,Пользовался буквально 1-2 раза,Где вы можете найти информацию о проектах программы развития ИТМО 2030?,Фонды и конкурсы,2022-09-14 16:36:21.321
303501949,2,75,40,15,2,0,1,"Нет, никогда не было необходимости",Где вы можете найти информацию о проектах программы развития ИТМО 2030?,Программа развития ИТМО 2030,2022-09-14 09:42:47.762
1515721666,2,75,"8,05",3,2,1,1,"Нет, никогда не было необходимости",Где вы можете найти информацию о проектах программы развития ИТМО 2030?,Программа развития ИТМО 2030,2022-09-13 12:07:48.984
207510611,3,75,"10,536",3,2,1,1,Периодически пользуюсь,Где вы можете найти информацию о проектах программы развития ИТМО 2030?,Программа развития ИТМО 2030,2022-09-14 17:10:27.483
275134790,3,75,"23,813",3,2,1,1,"Нет, никогда не было необходимости",Где вы можете найти информацию о проектах программы развития ИТМО 2030?,Программа развития ИТМО 2030,2022-09-15 12:15:01.841
352441004,3,75,"28,884",3,2,1,1,"Нет, никогда не было необходимости",Где вы можете найти информацию о проектах программы развития ИТМО 2030?,Программа развития ИТМО 2030,2022-09-14 10:28:15.942
139670491,2,76,"99,48",15,2,0,1,"Не пользовался, потому что не знал, где её найти",Вы готовите презентацию и хотите оформить ее в стиле ИТМО. Где бы вы искали шаблон?,Корпоративная стилистика,2022-09-15 10:55:55.814
557365279,2,76,"73,794",6,3,0,0,"Не пользовался, потому что не знал, что она есть",Вы готовите презентацию и хотите оформить ее в стиле ИТМО. Где бы вы искали шаблон?,Дистанционная работа,2022-09-15 16:04:48.028
1245622492,2,76,"59,413",14,3,0,0,"Не пользовался, потому что не знал, где её найти",Вы готовите презентацию и хотите оформить ее в стиле ИТМО. Где бы вы искали шаблон?,Документооборот,2022-09-14 17:21:30.913
